บาง	b-aa-ng^-0|
สุรพล	s-u-z^-1|r-a-z^-0|ph-o-n^-0|
กิจการ	k-i-t^-1|c-a-z^-1|k-aa-n^-0|
คัด	kh-a-t^-3|
เลือก	l-vva-k^-2|
คลับ	khl-a-p^-3|
ทเวน	th-a-z^-3|w-ee-n^-0|
ตี้	t-ii-z^-2|
แบล็กไลท์	bl-x-k^-3|l-a-j^-3|
เพดาน	ph-ee-z^-0|d-aa-n^-0|
สว่าง	s-a-z^-1|w-aa-ng^-1|
บรรทุก	b-a-n^-0|th-u-k^-3|
เคมี	kh-ee-z^-0|m-ii-z^-0|
อะคิโลไนทริลพลิก	z-a-z^-1|kh-i-z^-3|l-oo-z^-0|n-a-j^-0|thr-i-l^-2|phl-i-k^-3|
ปฏิบัติ	p-a-z^-1|t-i-z^-1|b-a-t^-1|
ฉุกเฉิน	ch-u-k^-1|ch-qq-n^-4|
พิศิษฐ์	ph-i-z^-3|s-i-t^-1|
เศรษฐวงศ์	s-ee-t^-1|th-a-z^-0|w-o-ng^-0|
ฉายา	ch-aa-z^-4|j-aa-z^-0|
เหรอ	r-qq-z^-4|
เออ	z-qq-z^-0|
หนีบ	n-ii-p^-1|
เข่า	kh-a-w^-1|
ไขว่	khw-a-j^-1|
มอเตอร์	m-@@-z^-0|t-qq-z^-2|
เวย์	w-ee-z^-0|
วุฒิ	w-u-t^-3|th-i-z^-3|
พี	ph-ii-z^-0|
แอล	z-xx-l^-0|
บรรษัท	b-a-n^-0|s-a-t^-1|
บริหาร	b-@@-z^-0|r-i-z^-1|h-aa-n^-4|
ทรัพย์	s-a-p^-3|
ฟรีซ	fr-ii-t^-3|
เหมาะ	m-@-z^-1|
สุม	s-u-m^-4|
เบ่ะเบ๊ะ	b-e-z^-1|b-e-z^-3|
สัตวแพทย์	s-a-t^-1|t-a-z^-1|w-a-z^-3|ph-xx-t^-2|
ห้วย	h-uua-j^-2|
ขาแข้ง	kh-aa-z^-4|kh-xx-ng^-2|
พราน	phr-aa-n^-0|
นครซูริก	n-a-z^-3|kh-@@-n^-0|s-uu-z^-0|r-i-k^-1|
สวิตเซอร์แลนด์	s-a-z^-1|w-i-t^-3|s-qq-z^-0|l-xx-n^-0|
ประสบ	pr-a-z^-1|s-o-p^-1|
เบิร์ชวิลล์	b-qq-ch^-1|w-i-l^-3|
โพล	ph-oo-l^-0|
ประชา	pr-a-z^-1|ch-aa-z^-0|
ตุลาคม	t-u-z^-1|l-aa-z^-0|kh-o-m^-0|
แอร์	z-xx-z^-0|
อัสมิน	z-a-s^-1|s-a-z^-0|m-i-n^-0|
โซ๊ะสะอิ	s-o-z^-3|s-a-z^-1|z-i-z^-1|
ปะดอเฮง	p-a-z^-1|d-@@-z^-0|h-ee-ng^-0|
เจาะทือแย	c-@-z^-1|th-vv-z^-0|j-xx-z^-0|
อีริก	z-ii-z^-0|r-i-k^-3|
แคลปตัน	khl-xx-p^-3|t-a-n^-2|
ออซซี่	z-@@-t^-3|s-ii-z^-2|
ออสบอร์นฟิล	z-@@-s^-3|b-@@-n^-0|f-i-l^-0|
สะพาย	s-a-z^-1|ph-aa-j^-0|
เป้	p-ee-z^-2|
กาญนา	k-aa-n^-0|n-aa-z^-0|
หอมสนิท	h-@@-m^-4|s-a-z^-0|n-i-t^-1|
เชิงยิง	ch-qq-ng^-0|j-i-ng^-0|
ฟานจื้อ	f-aa-n^-0|c-vv-z^-2|
อี้ซุนจี้ไห่	z-ii-z^-2|s-u-n^-0|c-ii-z^-2|h-a-j^-1|
หลี่ตี้หม่า	l-ii-z^-1|t-ii-z^-2|m-aa-z^-1|
หม่า	m-aa-z^-1|
หมิงยู่เห่า	m-i-ng^-4|j-uu-z^-2|h-a-w^-1|
ไห่ตง	h-a-j^-1|t-o-ng^-0|
หลีไวเฟง	l-ii-z^-4|w-a-j^-0|f-ee-ng^-0|
หลีเซียวเปง	l-ii-z^-4|s-iia-w^-0|p-ee-ng^-0|
เปง	p-ee-ng^-0|
หยางเฉิน	j-a-ng^-4|ch-qq-n^-4|
ซูยุนลอง	s-uu-z^-0|j-u-n^-0|l-@@-ng^-0|
ฉูโป	ch-uu-z^-4|p-oo-z^-0|
ที่สิบ	th-ii-z^-2|s-i-p^-1|
ถาก	th-aa-k^-1|
เหลี่ยม	l-iia-m^-1|
หวูเชิง	w-uu-z^-4|ch-qq-ng^-0|
ขลุกขลิก	khl-u-k^-1|khl-i-k^-1|
กรอบ	kr-@@-p^-1|
ฟาวล์	f-aa-w^-0|
มาติเนซ	m-aa-z^-0|t-i-z^-1|n-ee-t^-3|
น่าเกลียด	n-aa-z^-2|kl-iia-t^-1|
ฟานจื่ออี้	f-aa-n^-0|c-vv-z^-1|z-ii-z^-2|
หยูเกนเว่ย	j-uu-z^-4|k-ee-n^-0|w-qq-j^-2|
เรียวโซมอริ	r-iia-w^-0|s-oo-m^-0|z-a-z^-1|r-i-z^-1|
โอกะนาโอกิมัตสึดะ	z-oo-z^-0|k-a-z^-1|n-aa-z^-0|z-oo-z^-0|k-i-z^-1|m-a-t^-3|s-v-z^-1|d-a-z^-1|
โคจิ	kh-oo-z^-0|c-i-z^-1|
สกอร์	s-a-z^-1|k-@@-z^-0|
เจ๊า	c-a-w^-3|
อินาโมโตะ	z-i-z^-1|n-aa-z^-0|m-oo-z^-0|t-o-z^-1|
ซัด	s-a-t^-3|
จิ้ม	c-i-m^-2|
กระชาก	kr-a-z^-1|ch-aa-k^-2|
ฟานเมียร์	f-aa-n^-0|m-iia-z^-0|
ทสึเนยาสึมิยาโมโตะ	th-a-z^-3|s-v-z^-1|n-ee-z^-0|j-aa-z^-0|s-v-z^-1|m-i-z^-3|j-aa-z^-0|m-oo-z^-0|t-o-z^-1|
มอริโอกะ	m-@@-z^-0|r-i-z^-3|z-oo-z^-0|k-a-z^-1|
คริซโน	kh-a-z^-0|r-i-t^-3|n-oo-z^-2|
เวคมาเรค	w-ee-k^-2|m-aa-z^-0|r-ee-k^-3|
คอส	kh-@@-s^-3|
มินสกี	m-i-n^-0|s-a-z^-0|k-ii-z^-2|
นักเตะ	n-a-k^-3|t-e-z^-1|
โปล	pl-oo-z^-0|
รุก	r-u-k^-3|
วูบวาบ	w-uu-p^-2|w-aa-p^-2|
ออสการ์รุยซ์	z-@@-s^-3|k-aa-z^-2|r-u-j^-0|
ซูฟราฟสกี	s-uu-z^-0|r-aa-f^-3|s-a-z^-0|k-ii-z^-2|
กระดก	kr-a-z^-1|d-o-k^-1|
เสา	s-a-w^-4|
ได้สิ้นใจลุย	d-a-j^-2|s-i-n^-2|c-a-j^-0|l-u-j^-0|
โปแลนด์	p-oo-z^-0|l-xx-n^-0|
พาเวล	ph-aa-z^-0|w-ee-l^-0|
คริสซาโลวิช	khr-i-s^-3|s-aa-z^-0|l-oo-z^-0|w-i-ch^-1|
โทมัส	th-oo-z^-0|m-a-s^-3|
โคลส	khl-oo-s^-3|
ยาเซคบัค	j-aa-z^-0|s-ee-k^-3|b-a-k^-3|
พัง	ph-a-ng^-0|
สำเร็จ	s-a-m^-4|r-e-t^-3|
ปาร์คจีซุง	p-aa-k^-3|c-ii-z^-0|s-u-ng^-0|
ผู้เล่น	ph-uu-z^-2|l-ee-n^-2|
ซูว์ลาคอฟ	s-uu-z^-0|l-aa-z^-0|kh-@@-f^-3|
ง้าง	ng-aa-ng^-3|
ไกรลาศ	kr-a-j^-0|l-aa-t^-2|
วิญญรัตน์	w-i-n^-0|j-a-z^-3|r-a-t^-3|
พี่ชาย	ph-ii-z^-2|ch-aa-j^-0|
ตั้วเฮีย	t-uua-z^-2|h-iia-z^-0|
ทายาท	th-aa-z^-0|j-aa-t^-2|
ตระกูล	tr-a-z^-1|k-uu-n^-0|
เจ้าของห้าง	c-a-w^-2|kh-@@-ng^-4|h-aa-ng^-2|
หยิก	j-i-k^-1|
เกลื้อน	kl-vva-n^-2|
ฮินดู	h-i-n^-0|d-uu-z^-0|
ทองริม	th-@@-ng^-0|r-i-m^-0|
ภักมาติ	ph-a-k^-3|m-aa-z^-o|t-i-z^-0|
กาฐมาณฑุ	k-aa-t^-1|m-aa-n^-0|d-u-z^-1|
แป๊ะ	p-x-z^-3|
เจี๊ยะ	c-ia-z^-3|
เงินทุน	ng-qq-n^-0|th-u-n^-0|
สรุป	s-a-z^-0|r-u-p^-1|
ลาน	l-aa-n^-0|
เมเจอร์ซินิเพล็กซ์	m-ee-z^-0|c-qq-z^-0|s-i-z^-3|n-i-z^-3|phl-e-k^-3|
ส่อ	s-@@-z^-1|
รอม	r-@@-m^-0|
ชอม	ch-@@-m^-0|
เกี้ยะเซียะ	k-ia-z^-2|s-ia-z^-3|
รัฐบาล	r-a-t^-3|th-a-z^-1|b-aa-n^-0|
กำนัน	k-a-m^-0|n-a-n^-0|
เซียะ	s-ia-z^-3|
ไตรรงค์	tr-a-j^-0|r-o-ng^-0|
อัมพวา	z-a-m^-0|ph-a-z^-0|w-aa-z^-0|
บางนกแขวก	b-aa-ng^-0|n-o-k^-3|khw-xx-k^-1|
กิโลเมตร	k-i-z^-1|l-oo-z^-0|m-ee-t^-2|
ประมง	pr-a-z^-1|m-o-ng^-0|
พุทธศักราช	ph-u-t^-3|th-a-z^-3|s-a-k^-1|k-a-z^-1|r-aa-t^-1|
สุดท้าย	s-u-t^-1|th-aa-j^-3|
สวนหลวง	s-uua-n^-4|l-uua-ng^-4|
เป่า	p-a-w^-1|
เฟี้ยว	f-iia-w^-3|
ฟ้าว	f-aa-w^-3|
วันนี้	w-a-n^-0|n-ii-z^-3|
เกณฑ์	k-ee-n^-0|
บุญย์	b-u-n^-0|
บึ๋ม	b-v-m^-4|
ปึ๋ง	p-v-ng^-4|
เหนียว	n-iia-w^-4|
ประสาท	pr-a-z^-1|s-aa-t^-1|
ดิ้นรน	d-i-n^-2|r-o-n^-0|
ขัด	kh-a-t^-1|
เงื้อม	ng-vva-m^-3|
บิน	b-i-n^-0|
เอฟห้าอี	z-ee-f^-1|h-aa-z^-2|z-ii-z^-0|
หมุน	m-u-n^-4|
สว่าน	s-a-z^-1|w-aa-n^-1|
ภูเขา	ph-uu-z^-0|kh-a-w^-4|
หัวทอน	h-uua-z^-4|th-@@-n^-0|
คิ้ว	kh-i-w^-3|
เชิญ	ch-qq-n^-0|
ตงฉี่หวา	t-o-ng^-0|ch-ii-z^-1|w-aa-z^-4|
ผงะ	ph-a-z^-0|ng-a-z^-1|
เฟรชชี่	fr-ee-ch^-2|ch-ii-z^-2|
เอ็นทรานซ์	z-e-n^-0|thr-aa-n^-3|
แม่ปูเปรี้ยว	m-xx-z^-2|p-uu-z^-0|pr-iia-w^-2|
บลูอีเลฟเฟ่น	bl-uu-z^-0|z-ii-z^-0|l-ee-f^-3|f-ee-n^-2|
ฟลายอิ้งอีเลฟเฟ่น	fl-aa-j^-0|z-i-ng^-2|z-ii-z^-0|l-ee-f^-3|f-ee-n^-2|
ราชบัณฑิตยสถาน	r-aa-t^-2|ch-a-z^-3|b-a-n^-0|d-i-t^-1|t-a-z^-1|j-a-z^-3|s-a-z^-1|th-aa-n^-4|
ทรัสต์	thr-a-s^-3|
ทรัสตี	thr-a-s^-3|t-ii-z^-0|
เดอะโกลเด้นโดรม	d-q-z^-1|k-oo-l^-0|d-ee-n^-2|dr-oo-m^-0|
ฆาตกร	kh-aa-t^-2|t-a-z^-1|k-@@-n^-0|
สารภาพ	s-aa-z^-4|r-a-z^-3|ph-aa-p^-2|
บางมด	b-aa-ng^-0|m-o-t^-3|
สงกรานต์	s-o-ng^-4|kr-aa-n^-0|
บาร์	b-aa-z^-0|
หวง	h-uua-ng^-4|
โครโมโตรกราฟฟี	khr-oo-z^-0|m-oo-z^-0|tr-oo-z^-0|kr-aa-f^-3|f-ii-z^-2|
สูญ	s-uu-n^-4|
เฉาะ	ch-@-z^-1|
ปาเต๊ะฟิลลิปส์	p-aa-z^-0|t-e-z^-3|f-i-l^-0|l-i-p^-1|
บ่ง	b-o-ng^-1|
เอลนิโญ	z-ee-l^-0|n-i-z^-0|j-oo-z^-2|
ผดุง	ph-a-z^-0|d-u-ng^-0|
ฉุนเฉียว	ch-u-n^-4|ch-iia-w^-4|
โวยวาย	w-oo-j^-0|w-aa-j^-0|
ไหน	n-a-j^-4|
ประทิน	pr-a-z^-1|th-i-n^-0|
ซัก	s-a-k^-3|
ฟอก	f-@@-k^-2|
จริยธรรม	c-a-z^-1|r-i-z^-3|j-a-z^-3|th-a-m^-0|
รัฐสภา	r-a-t^-3|th-a-z^-1|s-a-z^-1|ph-aa-z^-0|
วาน	w-aa-n^-0|
วิทยาศาสตร์	w-i-t^-3|th-a-z^-3|j-aa-z^-0|s-aa-t^-1|
เซนโด	s-ee-n^-0|d-oo-z^-0|
เทรเซอร์	thr-ee-z^-0|s-qq-z^-0|
เทรียม	thr-iia-m^-0|
แอลจี	z-xx-w^-0|c-ii-z^-0|
เอเชีย	z-ee-z^-0|ch-iia-z^-0|
มะกัน	m-a-z^-3|k-a-n^-0|
กลุ้ม	kl-u-m^-2|
ต้องการ	t-@@-ng^-2|k-aa-n^-0|
ฉาย	ch-aa-j^-4|
ลัทธิ	l-a-t^-3|th-i-z^-3|
ฟลายนาว	fl-aa-j^-0|n-aa-w^-0|
มัธยม	m-a-t^-3|th-a-z^-0|j-o-m^-0|
เป๊ะ	p-e-z^-3|
มิสทีน	m-i-s^-3|th-ii-n^-0|
นวด	n-uua-t^-2|
เมื่อย	m-vva-j^-2|
คลาย	khl-aa-j^-0|
เครียด	khr-iia-t^-2|
การเล่น	k-aa-n^-0|l-e-n^-2|
จิตใจ	c-i-t^-1|c-a-j^-0|
หงุดหงิด	ng-u-t^-1|ng-i-t^-1|
เอะอะ	z-e-z^-1|z-a-z^-1|
กู	k-uu-z^-0|
ทน	th-o-n^-0|
โว้ย	w-oo-j^-3|
จุ้น	c-u-n^-2|
ช่วยเหลือ	ch-uua-j^-2|l-vva-z^-4|
คาเธ่ย์	kh-aa-z^-0|th-ee-z^-2|
แปซิฟิก	p-xx-z^-0|s-i-z^-3|f-i-k^-1|
ดรากอน	dr-aa-z^-0|k-@@-n^-0|
เก๊	k-ee-z^-3|
คลินิก	khl-i-z^-3|n-i-k^-3|
แท้ง	th-xx-ng^-3|
โวย	w-oo-j^-0|
เด้ง	d-ee-ng^-2|
คว้าน	khw-aa-n^-3|
ฮาราคีรี	h-aa-z^-0|r-aa-z^-0|kh-ii-z^-0|r-ii-z^-0|
ไส้	s-a-j^-2|
ทะลัก	th-a-z^-3|l-a-k^-3|
สถิติ	s-a-z^-1|th-i-z^-1|t-i-z^-1|
เหมา	m-a-w^-4|
ผืน	ph-vv-n^-4|
มูลค่า	m-uu-n^-0|l-a-z^-3|kh-aa-z^-2|
จุ๊	c-u-z^-3|
รีบ	r-ii-p^-2|
กระซิบ	kr-a-z^-1|s-i-p^-3|
ค่ะ	kh-a-z^-2|
พนัน	ph-a-z^-3|n-a-n^-0|
วาฮิด	w-aa-z^-0|h-i-t^-3|
อุบัติ	z-u-z^-1|b-a-t^-1|
อิมพีชเมนต์	z-i-m^-0|ph-ii-t^-4|m-ee-n^-3|
พาล	ph-aa-n^-0|
อฤศราณ์	z-a-z^-1|r-v-z^-3|s-a-z^-1|r-aa-z^-0|
ไปรพิศ	pr-a-j^-0|ph-i-t^-3|
ลิซ่า	l-i-z^-3|s-aa-z^-2|
มายากล	m-aa-z^-0|j-aa-z^-0|k-o-n^-0|
กะทิ	k-a-z^-1|th-i-z^-3|
ภักดี	ph-a-k^-3|d-ii-z^-0|
วิภาวดี	w-i-z^-3|ph-aa-z^-0|w-a-z^-3|d-ii-z^-0|
รังสิต	r-a-ng^-0|s-i-t^-1|
บำบัด	b-a-m^-0|b-a-t^-1|
กำไร	k-a-m^-0|r-a-j^-0|
เกลอ	kl-qq-z^-0|
เก้อ	k-qq-z^-2|
หงอยสมชัย	ng-@@-j^-4|s-o-m^-4|ch-a-j^-0|
จิ	c-i-z^-1|
พลิกผัน	phl-i-k^-3|ph-a-n^-4|
อานนท์	z-aa-z^-0|n-o-n^-0|
ประยงค์	pr-a-z^-1|j-o-ng^-0|
ศรัณย์	s-a-z^-0|r-a-n^-0|
ศิขริน	s-i-z^-1|kh-a-z^-0|r-i-n^-4|
หริน	r-i-n^-4|
บังเกิด	b-a-ng^-0|k-qq-t^-1|
เกล้า	kl-a-w^-2|
นางแบบ	n-aa-ng^-0|b-xx-p^-1|
สาวสมชัย	s-aa-w^-4|s-o-m^-4|ch-a-j^-0|
อโณ	z-a-z^-0|n-oo-z^-0|
เศรษฐี	s-ee-t^-1|th-ii-z^-4|
อับ	z-a-p^-1|
ปัจจุบัน	p-a-t^-1|c-u-z^-1|b-a-n^-0|
น้องสาว	n-@@-ng^-3|s-aa-w^-4|
กระทุ่มแบน	kr-a-z^-1|th-u-m^-2|b-xx-n^-0|
สมุทรสาคร	s-a-z^-0|m-u-t^-1|s-aa-z^-4|kh-@@-n^-0|
สารพัด	s-aa-z^-4|r-a-z^-3|ph-a-t^-3|
เฉลิมชนม์	ch-a-z^-1|l-qq-m^-4|ch-o-n^-0|
บุริสมัย	b-u-z^-1|r-i-z^-3|s-a-z^-1|m-a-j^-4|
ปืด	p-vv-t^-1|
ตั้งรับ	t-a-ng^-2|r-a-p^-3|
พ่าย	ph-aa-j^-2|
ลงโทษ	l-o-ng^-0|th-oo-t^-2|
ยิ่งกว่า	j-i-ng^-2|kw-aa-z^-1|
ครก	khr-o-k^-3|
ฉลอง	ch-a-z^-0|l-@@-ng^-4|
เจี๊ยวจ๊าว	c-iia-w^-3|c-aa-w^-3|
เจ้าชู้	c-a-w^-2|ch-uu-z^-3|
เพลย์บอย	phl-ee-z^-0|b-@@-j^-0|
ซ้อม	s-@@-m^-3|
สะบัก	s-a-z^-1|b-a-k^-1|
สะบอม	s-a-z^-1|b-@@-m^-0|
เหมือด	m-vva-t^-1|
เฝ้า	f-a-w^-2|
เติบโต	t-qq-p^-1|t-oo-z^-0|
จิ้งหรีด	c-i-ng^-2|r-ii-t^-1|
กรรมวิธี	k-a-m^-0|m-a-z^-3|w-i-z^-3|th-ii-z^-0|
ปัม	p-a-m^-0|
หยาบ	j-aa-p^-1|
ศุข	s-u-k^-1|
เชื่อม	ch-vva-m^-2|
เมือไหร่	m-vva-z^-0|r-a-j^-1|
ข้าวเปลือก	kh-aa-w^-2|pl-vva-k^-1|
เกวียน	kw-iia-n^-0|
เธอ	th-qq-z^-0|
มิส	m-i-s^-3|
ทิเกียงมี่	th-i-z^-3|k-iia-ng^-0|m-ii-z^-2|
ทอ	th-@@-z^-0|
ฝัน	f-a-n^-4|
วิน	w-i-n^-0|
แพ	ph-xx-z^-0|
รีด	r-ii-t^-2|
บรรยากาศ	b-a-n^-0|j-aa-z^-0|k-aa-t^-1|
ขรึม	khr-v-m^-4|
มิถุนายน	m-i-z^-3|th-u-z^-1|n-aa-z^-0|j-o-n^-0|
อินเตอร์เนชั่นแนล	z-i-n^-0|t-qq-z^-0|n-ee-z^-0|ch-a-n^-2|n-xx-l^-0|
แจ๊ส	c-xx-s^-3|
หัวหิน	h-uua-z^-4|h-i-n^-4|
เชิญยิ้ม	ch-qq-n^-0|j-i-m^-3|
สุเทพ	s-u-z^-1|th-ee-p^-2|
สีใส	s-ii-z^-4|s-a-j^-4|
โย่ง	j-oo-ng^-2|
เด๋อ	d-qq-z^-4|
ดอกสะเดา	d-@@-k^-1|s-a-z^-1|d-a-w^-0|
ครูด	khr-uu-t^-2|
หุบ	h-u-p^-1|
กฎเกณฑ์	k-o-t^-1|k-ee-n^-0|
จู้จี้	c-uu-z^-2|c-ii-z^-2|
หยุม	j-u-m^-4|
หยิม	j-i-m^-4|
แสตมป์	s-a-z^-1|t-xx-m^-0|
ลิโธกราฟี่	l-i-z^-3|th-oo-z^-0|kr-aa-f^-3|f-ii-z^-2|
วิภารดี	w-i-z^-3|ph-aa-z^-0|r-a-z^-0|d-ii-z^-0|
ภูวนาถนรานุบาล	ph-uu-z^-0|w-a-z^-0|n-aa-t^-0|n-a-z^-0|r-aa-z^-0|n-u-z^-3|b-aa-n^-0|
เดอะลิฟท์	d-q-z^-1|l-i-f^-3|
บาฟส์	b-aa-f^-3|
แพ่ง	ph-xx-ng^-2|
เกลือ	kl-vva-z^-0|
ดีไซเนอร์	d-ii-z^-0|s-a-j^-0|n-qq-z^-2|
ทองคำ	th-@@-ng^-0|kh-a-m^-0|
เลี่ยม	l-iia-m^-2|
พุทธิคม	ph-u-t^-3|th-i-z^-3|kh-o-m^-0|
เกียรติเลิศพงศา	k-iia-t^-1|l-qq-t^-2|ph-o-ng^-0|s-aa-z^-4|
ไฮสกูล	h-a-j^-0|s-a-z^-0|k-uu-n^-0|
โฮมสตัดดี้	h-oo-m^-0|s-a-z^-0|t-a-t^-3|d-ii-z^-2|
เลว	l-ee-w^-0|
เผลอ	phl-qq-z^-4|
แผล็บ	phl-x-p^-1|
ฮ้อ	h-@@-z^-3|
โชเฟอร์	ch-oo-z^-0|f-qq-z^-0|
โค้ง	kh-oo-ng^-3|
ศอก	s-@@-k^-1|
อัด	z-a-t^-1|
มโหฬาร	m-a-z^-3|h-oo-z^-4|l-aa-n^-0|
ยึด	j-v-t^-3|
กุนดูซ	k-u-n^-0|d-uu-t^-1|
ชุ่ม	ch-u-m^-2|
เกลื่อน	kl-vva-n^-1|
โบ้ว	b-oo-w^-2|
อ้นอิน	z-o-n^-2|z-i-n^-0|
สตีเฟน	s-a-z^-1|t-ii-z^-0|f-ee-n^-2|
ขุม	kh-u-m^-4|
โรงจวก	r-oo-ng^-0|c-uua-k^-1|
พินาศ	ph-i-z^-3|n-aa-t^-2|
ขมับ	kh-a-z^-1|m-a-p^-1|
งาบ	ng-aa-p^-2|
คิว	kh-i-w^-0|
ดอกเบี้ย	d-@@-k^-1|b-iia-z^-2|
แกง	k-xx-ng^-0|
เผ็ด	ph-e-t^-1|
เป็ด	p-e-t^-1|
แอปเปิ้ล	z-x-p^-3|p-q-l^-2|
โขลก	khl-oo-k^-1|
เพ	ph-ee-z^-0|
ระยอง	r-a-z^-3|j-@@-ng^-0|
จิตปรีดี	c-i-t^-1|pr-ii-z^-0|d-ii-z^-0|
เคลือคล้าย	khl-vva-z^-0|khl-aa-j^-3|
เว็บไซต์	w-e-p^-3|s-a-j^-3|
สรรพ	s-a-p^-1|
จึดรุด	c-v-t^-1|r-u-t^-3|
เทพารักษ์	th-ee-z^-0|ph-aa-z^-0|r-a-k^-3|
เพิง	ph-qq-ng^-0|
ลาบ	l-aa-p^-2|
ครับ	khr-a-p^-3|
แป๊บ	p-xx-p^-3|
นิรมิต	n-i-z^-3|r-a-z^-3|m-i-t^-3|
ชูชีพ	ch-uu-z^-0|ch-ii-p^-2|
กระทู้	kr-a-z^-1|th-uu-z^-3|
ฉุน	ch-u-n^-4|
ฮีโน่	h-ii-z^-0|n-oo-z^-2|
จำเป็น	c-a-m^-0|p-ee-n^-2|
ออมสิน	z-@@-m^-0|s-i-n^-4|
ฟรี	fr-ii-z^-0|
รถไฟ	r-o-t^-3|f-a-j^-0|
กั้น	k-a-n^-2|
อาณาเขต	z-aa-z^-0|n-aa-z^-0|kh-ee-t^-1|
ทัวร์	th-uua-z^-0|
จองชัย	c-@@-ng^-0|ch-a-j^-0|
ลำบาก	l-a-m^-0|b-aa-k^-1|
ม้วน	m-uua-n^-3|
เซ้ล	s-ee-l^-3|
ฟ่อง	f-@@-ng^-2|
เอลิซาเบธ	z-ee-z^-0|l-i-z^-3|s-aa-z^-0|b-ee-t^-1|
เฮอร์ลีย์	h-qq-z^-0|l-ii-z^-2|
ฮอต	h-@@-t^-3|
แอนโตนิโอ	z-xx-n^-0|t-oo-z^-0|n-i-z^-3|z-oo-z^-0|
แบนเดราส	b-xx-n^-0|d-ee-z^-0|r-aa-s^-2|
ฮอลลีวูด	h-@@-l^-0|l-ii-z^-0|w-uu-t^-1|
เอกอัครราชทูต	z-ee-k^-1|z-a-k^-1|khr-a-z^-0|r-aa-t^-2|ch-a-z^-0|th-uu-t^-2|
สหพันธ์	s-a-z^-0|h-a-z^-1|ph-a-n^-0|
สาธารณรัฐ	s-aa-z^-4|th-aa-z^-0|r-a-z^-3|n-a-z^-3|r-a-t^-3|
เยอรมนี	j-qq-z^-0|r-a-z^-0|m-a-z^-0|n-ii-z^-0|
มนี	m-a-z^-0|n-ii-z^-0|
กษิด	k-a-z^-0|s-i-t^-1|
ภิรมย์	ph-i-z^-3|r-o-m^-0|
เห็ด	h-e-t^-1|
ขยาย	kh-a-z^-1|j-aa-j^-4|
เมล็ด	m-a-z^-3|l-e-t^-3|
ฟ่าง	f-aa-ng^-2|
นึ่ง	n-v-ng^-2|
สุก	s-u-k^-1|
เรียก	r-iia-k^-2|
โฟร์วีล	f-oo-z^-0|w-ii-l^-0|
เหล้า	l-a-w^-2|
เลือกตั้ง	l-vva-k^-2|t-a-ng^-2|
สมบูรณ์	s-o-m^-4|b-uu-n^-0|
วาบ	w-aa-p^-2|
หุ้ม	h-u-m^-2|
ลิง	l-i-ng^-0|
แสม	s-a-z^-1|m-xx-z^-4|
ปลอดภัย	pl-@@-t^-1|ph-a-j^-0|
เมกูมิโกะ	m-ee-z^-0|k-uu-z^-0|m-i-z^-3|k-o-z^-1|
กระทั่ง	kr-a-z^-1|th-a-ng^-2|
คลอด	khl-@@-t^-2|
บุตรสาว	b-u-t^-1|s-aa-w^-4|
อโณมา	z-a-z^-1|n-oo-z^-0|m-aa-z^-0|
เอื่อยเฉื่อย	z-vva-j^-1|ch-vva-j^-1|
จงใจ	c-o-ng^-0|c-a-j^-0|
ยั่ว	j-uua-z^-2|
ยวน	j-uua-n^-0|
แข่งขัน	kh-xx-ng^-1|kh-a-n^-4|
ลุ้น	l-u-n^-3|
ยูโร	j-uu-z^-0|r-oo-z^-0|
ฟรองซ์	fr-@@-ng^-3|
ปรีชา	pr-ii-z^-0|ch-aa-z^-0|
พุทธมณฑล	ph-u-t^-3|th-a-z^-3|m-o-n^-0|th-o-n^-0|
กระทุ่ม	kr-a-z^-1|th-u-m^-2|
สัญชาตญาณ	s-a-n^-4|ch-aa-t^-2|t-a-z^-1|j-aa-n^-0|
เค้า	kh-a-w^-3|
สะพรึง	s-a-z^-1|phr-v-ng^-0|
เถอะ	th-q-z^-1|
เบื่อ	b-vva-z^-1|
หินกรูด	h-i-n^-4|kr-uu-t^-1|
ฮือ	h-vv-z^-0|
สาธารณะ	s-aa-z^-1|th-aa-z^-0|r-a-z^-0|n-a-z^-3|
ชัยพฤกษ์	ch-a-j^-0|j-a-z^-0|phr-v-k^-3|
ระลึก	r-a-z^-3|l-v-k^-3|
คอมมูนิตี้	kh-@@-m^-0|m-uu-z^-0|n-i-z^-3|t-ii-z^-2|
เชิร์ช	ch-qq-ch^-2|
นคร	n-a-z^-3|kh-@@-n^-0|
แคลิฟอร์เนีย	kh-xx-z^-0|l-i-z^-3|f-@@-z^-0|n-iia-z^-0|
เคียง	kh-iia-ng^-0|
นิ่ม	n-i-m^-2|
ผู้แทนราษฎร	ph-uu-z^-2|th-xx-n^-0|r-aa-t^-2|s-a-z^-1|d-@@-n^-0|
โยง	j-oo-ng^-0|
ยุบ	j-u-p^-3|
แหลก	l-xx-k^-1|
ท่อน	th-@@-n^-2|
สยด	s-a-z^-1|j-o-t^-1|
สยอง	s-a-z^-1|j-@@-ng^-4|
เซ็นทรัลพลาซ่า	s-e-n^-0|thr-a-l^-2|phl-aa-z^-0|s-aa-z^-2|
ลาดพร้าว	l-aa-t^-2|phr-aa-w^-3|
เชษฐ์ทวี	ch-ee-t^-0|th-a-z^-3|w-ii-z^-0|
ปู๊น	p-uu-n^-3|
เด่น	d-ee-n^-1|
